timestamp,capteur 0,capteur 1,capteur 2,capteur 3,capteur 4,capteur 5,capteur 6,capteur 7,capteur 8,capteur 9,capteur 10,capteur 11,capteur 12
2024-06-13 10:33:07,4.0,0.0,1.0,24.0,291.0,951.0,0.0,593.0,524.0,695.0,772.0,839.0,709.0
2024-06-13 10:33:08,0.0,0.0,2.0,18.0,274.0,939.0,5.0,587.0,532.0,695.0,761.0,832.0,721.0
2024-06-13 10:33:09,1.0,0.0,0.0,19.0,278.0,952.0,2.0,598.0,563.0,704.0,763.0,833.0,720.0
2024-06-13 10:33:10,0.0,0.0,3.0,25.0,279.0,954.0,2.0,599.0,579.0,707.0,763.0,835.0,717.0
2024-06-13 10:33:11,0.0,0.0,3.0,25.0,277.0,951.0,1.0,593.0,575.0,699.0,769.0,836.0,719.0
2024-06-13 10:33:12,0.0,0.0,0.0,28.0,283.0,952.0,1.0,590.0,556.0,703.0,774.0,835.0,715.0
2024-06-13 10:33:13,3.0,0.0,1.0,24.0,292.0,948.0,0.0,587.0,529.0,699.0,772.0,838.0,720.0
2024-06-13 10:33:15,1.0,0.0,3.0,26.0,293.0,948.0,0.0,589.0,537.0,704.0,771.0,838.0,717.0
2024-06-13 10:33:16,0.0,1.0,2.0,29.0,296.0,952.0,0.0,591.0,571.0,712.0,773.0,838.0,718.0
2024-06-13 10:33:17,0.0,0.0,0.0,24.0,281.0,956.0,0.0,593.0,576.0,712.0,761.0,830.0,715.0
2024-06-13 10:33:18,1.0,0.0,2.0,28.0,321.0,956.0,1.0,591.0,562.0,708.0,765.0,832.0,709.0
2024-06-13 10:33:19,0.0,2.0,0.0,32.0,332.0,955.0,0.0,592.0,547.0,710.0,768.0,836.0,705.0
2024-06-13 10:33:20,0.0,1.0,0.0,32.0,333.0,954.0,1.0,594.0,552.0,709.0,769.0,838.0,709.0
2024-06-13 10:33:21,2.0,1.0,3.0,38.0,335.0,952.0,0.0,591.0,563.0,714.0,771.0,839.0,710.0
2024-06-13 10:33:22,0.0,0.0,2.0,36.0,334.0,953.0,2.0,595.0,571.0,711.0,769.0,837.0,715.0
2024-06-13 10:33:23,1.0,0.0,2.0,27.0,287.0,956.0,0.0,602.0,588.0,706.0,787.0,835.0,719.0
2024-06-13 10:33:24,1.0,0.0,0.0,29.0,334.0,956.0,2.0,597.0,568.0,698.0,791.0,838.0,719.0
2024-06-13 10:33:25,3.0,0.0,0.0,35.0,343.0,953.0,0.0,591.0,560.0,706.0,790.0,835.0,718.0
2024-06-13 10:33:26,1.0,0.0,3.0,29.0,334.0,954.0,0.0,598.0,568.0,704.0,774.0,835.0,725.0
2024-06-13 10:33:27,0.0,0.0,2.0,14.0,298.0,940.0,0.0,602.0,573.0,714.0,763.0,838.0,723.0
2024-06-13 10:33:28,3.0,2.0,1.0,26.0,334.0,945.0,5.0,609.0,574.0,720.0,777.0,835.0,718.0
2024-06-13 10:33:29,6.0,2.0,0.0,23.0,331.0,955.0,2.0,603.0,585.0,714.0,790.0,839.0,709.0
2024-06-13 10:33:30,1.0,1.0,1.0,32.0,333.0,952.0,1.0,607.0,591.0,714.0,781.0,835.0,711.0
