timestamp,capteur 0,capteur 1,capteur 2,capteur 3,capteur 4,capteur 5,capteur 6,capteur 7,capteur 8,capteur 9,capteur 10,capteur 11,capteur 12
2024-06-12 15:23:23,472.0,418.0,237.0,124.0,643.0,372.0,2.0,86.0,0.0,84.0,662.0,718.0,550.0
2024-06-12 15:23:25,473.0,420.0,237.0,129.0,646.0,383.0,2.0,95.0,609.0,121.0,659.0,718.0,565.0
2024-06-12 15:23:26,475.0,419.0,242.0,137.0,646.0,389.0,0.0,101.0,817.0,123.0,667.0,716.0,572.0
2024-06-12 15:23:27,475.0,421.0,241.0,141.0,643.0,396.0,0.0,103.0,859.0,125.0,666.0,719.0,576.0
2024-06-12 15:23:28,477.0,424.0,245.0,152.0,641.0,400.0,0.0,111.0,863.0,128.0,666.0,726.0,579.0
2024-06-12 15:23:29,477.0,426.0,246.0,145.0,643.0,409.0,2.0,122.0,342.0,135.0,668.0,728.0,585.0
2024-06-12 15:23:30,472.0,422.0,242.0,136.0,642.0,397.0,0.0,117.0,192.0,134.0,667.0,727.0,580.0
2024-06-12 15:23:31,472.0,423.0,246.0,136.0,640.0,403.0,3.0,119.0,0.0,141.0,668.0,728.0,584.0
2024-06-12 15:23:32,470.0,415.0,240.0,135.0,635.0,396.0,1.0,119.0,729.0,145.0,668.0,724.0,584.0
2024-06-12 15:23:33,472.0,415.0,244.0,137.0,638.0,397.0,2.0,117.0,323.0,147.0,673.0,735.0,578.0
2024-06-12 15:23:34,472.0,422.0,243.0,148.0,632.0,404.0,2.0,120.0,0.0,148.0,669.0,730.0,578.0
2024-06-12 15:23:35,472.0,421.0,245.0,156.0,633.0,404.0,0.0,122.0,822.0,175.0,674.0,729.0,580.0
2024-06-12 15:23:36,472.0,421.0,248.0,157.0,635.0,404.0,2.0,120.0,257.0,175.0,674.0,732.0,576.0
2024-06-12 15:23:37,473.0,422.0,251.0,154.0,632.0,404.0,0.0,126.0,137.0,170.0,671.0,735.0,579.0
2024-06-12 15:23:38,475.0,426.0,249.0,150.0,635.0,406.0,2.0,127.0,50.0,170.0,672.0,731.0,583.0
2024-06-12 15:23:39,479.0,427.0,251.0,152.0,633.0,410.0,1.0,125.0,0.0,168.0,680.0,728.0,587.0
2024-06-12 15:23:40,475.0,424.0,247.0,156.0,635.0,409.0,15.0,126.0,0.0,161.0,681.0,727.0,590.0
2024-06-12 15:23:41,479.0,430.0,246.0,155.0,634.0,414.0,0.0,126.0,819.0,167.0,674.0,725.0,585.0
2024-06-12 15:23:42,477.0,426.0,252.0,155.0,635.0,411.0,1.0,124.0,330.0,158.0,682.0,734.0,588.0
2024-06-12 15:23:43,473.0,430.0,247.0,155.0,635.0,411.0,4.0,125.0,0.0,165.0,686.0,731.0,589.0
2024-06-12 15:23:44,475.0,433.0,247.0,158.0,634.0,413.0,0.0,126.0,822.0,162.0,683.0,734.0,588.0
