timestamp,capteur 0,capteur 1,capteur 2,capteur 3,capteur 4,capteur 5,capteur 6,capteur 7,capteur 8,capteur 9,capteur 10,capteur 11,capteur 12
2024-06-10 12:07:56,462.0,418.0,491.0,531.0,543.0,422.0,363.0,636.0,551.0,685.0,752.0,731.0,679.0
2024-06-10 12:07:57,465.0,421.0,491.0,531.0,543.0,426.0,257.0,628.0,547.0,682.0,755.0,731.0,680.0
2024-06-10 12:07:58,460.0,423.0,492.0,534.0,541.0,426.0,227.0,629.0,552.0,679.0,753.0,732.0,679.0
2024-06-10 12:08:00,461.0,424.0,496.0,534.0,543.0,427.0,140.0,628.0,549.0,684.0,754.0,731.0,678.0
2024-06-10 12:08:01,459.0,425.0,494.0,534.0,540.0,423.0,156.0,628.0,550.0,683.0,753.0,731.0,677.0
2024-06-10 12:08:02,466.0,426.0,495.0,531.0,541.0,422.0,173.0,626.0,547.0,682.0,753.0,734.0,679.0
2024-06-10 12:08:03,479.0,425.0,497.0,534.0,540.0,424.0,142.0,630.0,552.0,679.0,753.0,734.0,675.0
2024-06-10 12:08:04,464.0,425.0,495.0,531.0,543.0,424.0,92.0,627.0,552.0,678.0,755.0,731.0,677.0
2024-06-10 12:08:05,460.0,425.0,494.0,534.0,557.0,433.0,192.0,628.0,555.0,677.0,753.0,732.0,678.0
2024-06-10 12:08:06,460.0,422.0,536.0,546.0,513.0,407.0,102.0,607.0,522.0,676.0,675.0,644.0,598.0
2024-06-10 12:08:07,541.0,450.0,581.0,533.0,532.0,240.0,168.0,584.0,490.0,635.0,690.0,641.0,590.0
2024-06-10 12:08:08,531.0,446.0,563.0,538.0,537.0,378.0,164.0,596.0,510.0,647.0,718.0,676.0,623.0
2024-06-10 12:08:09,491.0,434.0,542.0,533.0,533.0,414.0,125.0,619.0,513.0,661.0,729.0,696.0,633.0
2024-06-10 12:08:10,488.0,437.0,540.0,533.0,532.0,421.0,164.0,627.0,516.0,664.0,733.0,702.0,639.0
