timestamp,capteur 0,capteur 1,capteur 2,capteur 3,capteur 4,capteur 5,capteur 6,capteur 7,capteur 8,capteur 9,capteur 10,capteur 11,capteur 12
2024-06-11 16:07:19,487.0,523.0,572.0,553.0,498.0,335.0,3.0,579.0,507.0,672.0,706.0,738.0,639.0
2024-06-11 16:07:20,485.0,526.0,571.0,556.0,499.0,331.0,1.0,580.0,511.0,663.0,702.0,731.0,637.0
2024-06-11 16:07:21,481.0,528.0,574.0,560.0,500.0,333.0,0.0,582.0,516.0,666.0,600.0,731.0,634.0
2024-06-11 16:07:22,489.0,527.0,571.0,557.0,495.0,331.0,2.0,569.0,515.0,665.0,630.0,723.0,631.0
2024-06-11 16:07:23,479.0,525.0,569.0,556.0,499.0,332.0,2.0,572.0,516.0,660.0,597.0,725.0,622.0
2024-06-11 16:07:24,483.0,521.0,571.0,557.0,495.0,333.0,2.0,574.0,518.0,664.0,661.0,729.0,631.0
2024-06-11 16:07:25,491.0,521.0,575.0,559.0,498.0,333.0,1.0,576.0,520.0,665.0,620.0,726.0,622.0
2024-06-11 16:07:26,479.0,524.0,571.0,556.0,495.0,334.0,1.0,579.0,513.0,664.0,700.0,721.0,618.0
2024-06-11 16:07:27,482.0,527.0,574.0,558.0,495.0,341.0,1.0,577.0,516.0,663.0,654.0,721.0,621.0
2024-06-11 16:07:28,492.0,513.0,574.0,555.0,499.0,343.0,1.0,576.0,511.0,664.0,659.0,726.0,625.0
2024-06-11 16:07:29,488.0,526.0,574.0,559.0,499.0,347.0,1.0,582.0,517.0,667.0,653.0,728.0,632.0
2024-06-11 16:07:30,483.0,527.0,575.0,556.0,496.0,346.0,1.0,579.0,504.0,664.0,661.0,728.0,629.0
2024-06-11 16:07:31,491.0,524.0,574.0,557.0,498.0,346.0,2.0,581.0,508.0,664.0,661.0,730.0,624.0
2024-06-11 16:07:32,480.0,529.0,572.0,557.0,498.0,348.0,0.0,584.0,526.0,680.0,664.0,727.0,629.0
2024-06-11 16:07:33,480.0,521.0,572.0,556.0,499.0,336.0,0.0,582.0,526.0,681.0,704.0,737.0,650.0
2024-06-11 16:07:34,494.0,521.0,571.0,558.0,498.0,343.0,0.0,587.0,534.0,687.0,703.0,740.0,657.0
2024-06-11 16:07:35,493.0,522.0,573.0,557.0,501.0,344.0,1.0,582.0,527.0,697.0,655.0,739.0,657.0
2024-06-11 16:07:36,474.0,518.0,555.0,557.0,499.0,349.0,0.0,579.0,534.0,693.0,665.0,747.0,659.0
2024-06-11 16:07:37,487.0,518.0,563.0,557.0,499.0,330.0,1.0,558.0,523.0,687.0,715.0,749.0,670.0
2024-06-11 16:07:38,492.0,514.0,566.0,557.0,503.0,340.0,1.0,529.0,443.0,653.0,728.0,750.0,675.0
2024-06-11 16:07:39,489.0,512.0,566.0,556.0,504.0,349.0,3.0,535.0,486.0,663.0,728.0,752.0,676.0
2024-06-11 16:07:40,495.0,519.0,563.0,553.0,504.0,359.0,0.0,535.0,498.0,664.0,729.0,754.0,678.0
2024-06-11 16:07:41,492.0,522.0,570.0,560.0,504.0,360.0,2.0,540.0,514.0,667.0,729.0,755.0,678.0
2024-06-11 16:07:43,493.0,530.0,597.0,595.0,493.0,376.0,2.0,608.0,567.0,688.0,594.0,716.0,663.0
2024-06-11 16:07:44,490.0,522.0,572.0,564.0,496.0,353.0,1.0,572.0,517.0,684.0,611.0,726.0,662.0
2024-06-11 16:07:45,491.0,521.0,570.0,562.0,497.0,347.0,1.0,571.0,530.0,675.0,704.0,731.0,666.0
2024-06-11 16:07:46,496.0,521.0,572.0,560.0,498.0,345.0,1.0,568.0,509.0,658.0,714.0,731.0,661.0
2024-06-11 16:07:47,491.0,529.0,568.0,558.0,496.0,355.0,1.0,569.0,504.0,645.0,715.0,733.0,664.0
2024-06-11 16:07:48,494.0,523.0,572.0,557.0,499.0,351.0,1.0,552.0,486.0,650.0,716.0,737.0,664.0
2024-06-11 16:07:49,493.0,520.0,572.0,555.0,497.0,353.0,1.0,545.0,461.0,662.0,718.0,738.0,666.0
2024-06-11 16:07:50,499.0,523.0,572.0,559.0,497.0,354.0,0.0,552.0,456.0,663.0,716.0,736.0,664.0
2024-06-11 16:07:51,496.0,525.0,571.0,557.0,502.0,350.0,0.0,553.0,460.0,657.0,718.0,736.0,665.0
2024-06-11 16:07:52,464.0,512.0,571.0,566.0,498.0,366.0,2.0,626.0,686.0,760.0,689.0,709.0,607.0
2024-06-11 16:07:53,459.0,521.0,566.0,562.0,505.0,360.0,0.0,663.0,609.0,689.0,657.0,735.0,653.0
2024-06-11 16:07:54,465.0,540.0,578.0,557.0,491.0,335.0,1.0,534.0,474.0,647.0,731.0,750.0,672.0
2024-06-11 16:07:55,479.0,535.0,570.0,560.0,511.0,382.0,2.0,543.0,515.0,661.0,739.0,756.0,681.0
2024-06-11 16:07:56,483.0,517.0,562.0,565.0,511.0,383.0,0.0,545.0,502.0,671.0,735.0,755.0,683.0
2024-06-11 16:07:57,485.0,519.0,545.0,568.0,516.0,391.0,1.0,547.0,504.0,703.0,748.0,759.0,676.0
2024-06-11 16:07:58,486.0,534.0,551.0,568.0,514.0,381.0,1.0,567.0,535.0,695.0,745.0,772.0,695.0
2024-06-11 16:07:59,491.0,530.0,551.0,558.0,519.0,351.0,5.0,515.0,422.0,627.0,726.0,760.0,641.0
2024-06-11 16:08:00,489.0,546.0,559.0,560.0,521.0,358.0,1.0,532.0,446.0,600.0,738.0,759.0,673.0
2024-06-11 16:08:01,492.0,550.0,560.0,560.0,521.0,362.0,2.0,518.0,401.0,561.0,740.0,757.0,672.0
2024-06-11 16:08:02,499.0,549.0,567.0,559.0,519.0,368.0,8.0,524.0,420.0,562.0,740.0,761.0,676.0
2024-06-11 16:08:03,498.0,543.0,566.0,558.0,522.0,359.0,0.0,535.0,430.0,573.0,739.0,763.0,678.0
2024-06-11 16:08:04,500.0,546.0,563.0,555.0,520.0,353.0,1.0,544.0,429.0,578.0,739.0,761.0,676.0
2024-06-11 16:08:05,497.0,548.0,565.0,555.0,520.0,360.0,1.0,541.0,430.0,581.0,739.0,764.0,676.0
2024-06-11 16:08:06,505.0,534.0,592.0,587.0,481.0,383.0,1.0,582.0,538.0,680.0,675.0,723.0,660.0
2024-06-11 16:08:07,494.0,529.0,588.0,590.0,477.0,371.0,0.0,604.0,560.0,678.0,620.0,732.0,668.0
2024-06-11 16:08:08,494.0,524.0,599.0,592.0,487.0,394.0,0.0,605.0,534.0,675.0,622.0,732.0,668.0
2024-06-11 16:08:09,481.0,522.0,577.0,579.0,486.0,364.0,1.0,581.0,539.0,689.0,649.0,731.0,653.0
2024-06-11 16:08:10,467.0,522.0,583.0,579.0,486.0,401.0,1.0,633.0,646.0,710.0,694.0,732.0,670.0
2024-06-11 16:08:11,477.0,526.0,583.0,572.0,491.0,358.0,5.0,582.0,534.0,684.0,630.0,739.0,675.0
2024-06-11 16:08:13,482.0,529.0,579.0,568.0,491.0,382.0,6.0,567.0,507.0,667.0,675.0,740.0,675.0
2024-06-11 16:08:14,475.0,530.0,582.0,569.0,493.0,382.0,0.0,572.0,523.0,682.0,655.0,740.0,673.0
2024-06-11 16:08:15,482.0,531.0,575.0,566.0,500.0,382.0,0.0,570.0,540.0,664.0,699.0,742.0,675.0
2024-06-11 16:08:16,481.0,537.0,575.0,563.0,503.0,377.0,1.0,568.0,528.0,659.0,707.0,741.0,678.0
2024-06-11 16:08:17,478.0,537.0,579.0,567.0,497.0,386.0,2.0,582.0,550.0,657.0,706.0,742.0,678.0
2024-06-11 16:08:18,479.0,534.0,575.0,564.0,499.0,385.0,1.0,582.0,550.0,657.0,703.0,744.0,675.0
2024-06-11 16:08:19,481.0,533.0,582.0,566.0,502.0,386.0,2.0,583.0,552.0,663.0,704.0,746.0,677.0
2024-06-11 16:08:20,487.0,537.0,577.0,566.0,505.0,389.0,2.0,582.0,553.0,666.0,704.0,745.0,675.0
2024-06-11 16:08:21,485.0,533.0,580.0,564.0,504.0,389.0,0.0,576.0,550.0,666.0,707.0,749.0,676.0
2024-06-11 16:08:22,481.0,536.0,578.0,566.0,501.0,381.0,0.0,571.0,542.0,652.0,707.0,748.0,679.0
2024-06-11 16:08:23,483.0,534.0,584.0,565.0,501.0,389.0,0.0,585.0,537.0,652.0,705.0,749.0,676.0
2024-06-11 16:08:24,477.0,542.0,579.0,563.0,501.0,385.0,0.0,588.0,544.0,655.0,708.0,748.0,681.0
2024-06-11 16:08:25,485.0,539.0,575.0,561.0,504.0,380.0,2.0,589.0,516.0,637.0,708.0,750.0,676.0
2024-06-11 16:08:26,481.0,547.0,573.0,566.0,504.0,387.0,1.0,592.0,564.0,651.0,716.0,747.0,684.0
2024-06-11 16:08:27,486.0,529.0,570.0,570.0,511.0,395.0,0.0,576.0,555.0,671.0,715.0,751.0,679.0
2024-06-11 16:08:28,487.0,531.0,573.0,568.0,505.0,390.0,0.0,575.0,505.0,629.0,711.0,751.0,682.0
2024-06-11 16:08:29,486.0,532.0,572.0,568.0,507.0,392.0,0.0,569.0,514.0,619.0,715.0,749.0,682.0
2024-06-11 16:08:30,486.0,532.0,571.0,565.0,509.0,384.0,2.0,570.0,515.0,622.0,716.0,751.0,679.0
2024-06-11 16:08:31,485.0,532.0,572.0,569.0,507.0,384.0,2.0,574.0,509.0,625.0,716.0,751.0,683.0
2024-06-11 16:08:32,488.0,530.0,575.0,566.0,509.0,395.0,0.0,576.0,511.0,622.0,715.0,751.0,682.0
2024-06-11 16:08:33,489.0,535.0,565.0,566.0,508.0,378.0,1.0,593.0,585.0,665.0,720.0,756.0,689.0
